location,show_id,episode_num,censor_dummy,log_rating,log_tweet,av_tweets,day_id,mainland_dummy
Mainland China,3,23,0,.90870416,3.6635616,39.515152,38,1
Mainland China,3,24,0,.89867347,3.0445225,39.515152,39,1
Mainland China,3,25,0,.83981192,2.8332133,39.515152,39,1
Mainland China,3,26,0,1.0506428,4.1588831,39.515152,40,1
Mainland China,3,27,0,.86532211,3.6635616,39.515152,40,1
Mainland China,3,28,0,.95375848,2.8332133,39.515152,41,1
Mainland China,3,29,0,.87317693,2.5649493,39.515152,41,1
Mainland China,3,30,0,.91162795,4.3438053,39.515152,42,1
Mainland China,3,31,0,1.0483202,4.4886365,39.515152,42,1
Mainland China,3,32,0,.98719168,3.1354942,39.515152,43,1
Mainland China,3,33,0,1.0505464,3.6888795,39.515152,43,1
Mainland China,3,34,0,.92782235,3.4657359,39.515152,44,1
Mainland China,3,35,0,1.1077678,3.4657359,39.515152,44,1
Mainland China,3,36,0,.98332787,2.8332133,39.515152,45,1
Mainland China,3,37,0,1.0563279,3.6888795,39.515152,45,1
Mainland China,3,38,0,1.0607091,3.6375861,39.515152,46,1
Mainland China,3,39,0,.98508215,2.6390574,39.515152,46,1
Mainland China,4,1,0,.9084419,4.6443911,131.21051,1,1
Mainland China,4,2,0,.72968572,4.0430512,131.21051,2,1
Mainland China,4,3,0,.78441572,2.6390574,131.21051,3,1
Mainland China,4,4,0,.7196694,2.6390574,131.21051,4,1
Mainland China,4,5,0,.79070139,6.7661915,131.21051,5,1
Mainland China,4,6,0,.84153396,2.8903718,131.21051,6,1
Mainland China,4,7,0,.73150885,4.1108737,131.21051,7,1
Mainland China,4,8,0,.67651582,4.4188404,131.21051,8,1
Mainland China,4,9,0,.74025321,6.9508147,131.21051,9,1
Mainland China,4,10,0,.65756631,1.9459101,131.21051,10,1
Mainland China,4,11,0,.73956329,3.1354942,131.21051,11,1
Mainland China,4,12,0,.78960615,2.8903718,131.21051,12,1
Mainland China,4,13,0,.69447786,3.4965076,131.21051,13,1
Mainland China,4,14,0,.9491753,4.0073333,131.21051,15,1
Mainland China,4,15,0,.77172756,4.3944492,131.21051,16,1
Mainland China,4,16,0,.77582681,3.2188759,131.21051,17,1
Mainland China,4,17,0,.76217937,3.6375861,131.21051,18,1
Mainland China,4,18,0,.65716481,3.0910425,131.21051,19,1
Mainland China,4,19,0,.72144449,5.7589016,131.21051,20,1
Mainland China,4,20,0,.66900063,4.4426513,131.21051,21,1
Mainland China,4,21,0,.72722918,3.6375861,131.21051,22,1
Mainland China,4,22,0,.78253406,5.480639,131.21051,23,1
Mainland China,4,23,0,.71430355,4.1743875,131.21051,24,1
Mainland China,4,24,0,.74573386,3.4965076,131.21051,25,1
Mainland China,4,25,0,.79382128,5.9348941,131.21051,26,1
Mainland China,4,26,0,.81248671,3.7841897,131.21051,27,1
Mainland China,4,27,0,.75470197,3.6888795,131.21051,28,1
Mainland China,4,28,0,.85249501,4.1108737,131.21051,29,1
Mainland China,4,29,0,.5945484,3.5553482,131.21051,30,1
Mainland China,4,30,1,.67875701,0,131.21051,31,1
Mainland China,4,31,1,.77780455,3.9120231,131.21051,32,1
Mainland China,4,32,1,.7243101,1.0986123,131.21051,33,1
Mainland China,4,33,0,.81655705,0,131.21051,34,1
Mainland China,4,34,0,.79646337,5.1416636,131.21051,35,1
Mainland China,4,35,0,.74394131,4.1743875,131.21051,36,1
Mainland China,4,36,0,.7627489,4.0073333,131.21051,37,1
Mainland China,4,37,0,.64793694,4.6821313,131.21051,38,1
Mainland China,4,38,0,.86205494,6.3885612,131.21051,39,1
Mainland China,4,39,0,.8022939,5.7235851,131.21051,40,1
Mainland China,4,40,0,.80267769,5.0998664,131.21051,41,1
Mainland China,4,41,0,.84879094,3.6888795,131.21051,42,1
Mainland China,4,42,0,.83151805,3.7376697,131.21051,43,1
Mainland China,4,43,0,.8216123,4.3944492,131.21051,44,1
Mainland China,4,44,0,.82922804,4.6249728,131.21051,45,1
Mainland China,4,45,0,.77071738,4.934474,131.21051,46,1
Mainland China,4,46,0,.98503679,5.1647859,131.21051,47,1
Mainland China,4,47,0,.73867601,5.2729998,131.21051,48,1
Mainland China,4,48,0,.70844173,4.6443911,131.21051,49,1
Mainland China,4,49,0,.64140815,5.6524892,131.21051,50,1
Mainland China,4,50,0,.73425037,4.9628448,131.21051,51,1
Mainland China,4,51,0,.6491732,3.9318256,131.21051,52,1
Mainland China,4,52,0,.70406568,3.871201,131.21051,53,1
Mainland China,4,53,0,.74261385,4.5432949,131.21051,54,1
Mainland China,4,54,0,.73484546,4.2766662,131.21051,55,1
Mainland China,4,55,0,.68700957,5.3471074,131.21051,56,1
Mainland China,4,56,0,.71587032,2.4849067,131.21051,57,1
Mainland China,4,57,0,.70563388,4.3694477,131.21051,58,1
Mainland China,4,58,0,.67601997,4.7791233,131.21051,59,1
Mainland China,4,59,0,.67617828,3.871201,131.21051,60,1
Mainland China,4,60,0,.68961394,2.9957323,131.21051,61,1
Mainland China,5,1,0,1.2005025,12.431965,39221.934,1,1
Mainland China,5,2,0,1.2019315,10.686453,39221.934,2,1
Mainland China,5,3,0,1.2603078,11.157964,39221.934,3,1
Mainland China,5,4,0,1.2357515,10.924733,39221.934,4,1
Mainland China,5,5,0,1.3047589,8.8067236,39221.934,5,1
Mainland China,5,6,0,1.2098876,10.905571,39221.934,6,1
Mainland China,5,7,0,1.2299887,10.402777,39221.934,7,1
Mainland China,5,8,0,1.1686342,0,39221.934,8,1
Mainland China,5,9,0,1.1723655,10.482205,39221.934,9,1
Mainland China,5,10,0,1.1753911,0,39221.934,10,1
Mainland China,5,11,0,1.1832452,10.307752,39221.934,11,1
Mainland China,5,12,0,1.2183254,10.852574,39221.934,12,1
Mainland China,5,13,0,1.1431168,10.241066,39221.934,13,1
Mainland China,5,14,0,1.1839482,0,39221.934,14,1
Mainland China,5,15,0,1.2471353,11.921844,39221.934,15,1
Mainland China,5,16,0,1.1792285,12.975273,39221.934,16,1
Mainland China,5,17,0,1.215863,0,39221.934,17,1
Mainland China,5,18,0,1.2424098,10.237922,39221.934,18,1
Mainland China,5,19,0,1.2428387,10.778477,39221.934,19,1
Mainland China,5,20,0,1.150269,10.826734,39221.934,20,1
Mainland China,5,21,0,1.1951811,11.09325,39221.934,21,1
Mainland China,5,22,0,1.2307534,11.596283,39221.934,22,1
Mainland China,5,23,0,1.1377767,0,39221.934,23,1
Mainland China,5,24,0,1.0709584,11.612328,39221.934,24,1
Mainland China,5,25,0,1.1387479,10.121337,39221.934,25,1
Mainland China,5,26,0,1.1788191,0,39221.934,26,1
Mainland China,5,27,0,1.162859,10.53731,39221.934,27,1
Mainland China,5,28,0,1.2328973,0,39221.934,28,1
Mainland China,5,29,0,1.2090275,11.043929,39221.934,29,1
Mainland China,5,30,0,1.1591898,10.469824,39221.934,30,1
Mainland China,5,31,1,1.151773,8.4650574,39221.934,31,1
Mainland China,5,32,1,1.1217881,7.9420066,39221.934,32,1
Mainland China,5,33,1,1.067131,0,39221.934,33,1
Mainland China,5,34,0,1.1725545,9.5878859,39221.934,34,1
Mainland China,5,35,0,1.1359516,0,39221.934,35,1
Mainland China,5,36,0,1.1531889,11.262565,39221.934,36,1
Mainland China,5,37,0,1.1114454,10.847471,39221.934,37,1
Mainland China,5,38,0,1.1219813,10.56036,39221.934,38,1
Mainland China,5,39,0,1.1266985,10.244201,39221.934,39,1
Mainland China,5,40,0,1.1990703,11.642883,39221.934,40,1
Mainland China,5,41,0,1.0822897,11.714338,39221.934,41,1
Mainland China,5,42,0,1.2567025,5.57973,39221.934,42,1
Mainland China,5,43,0,1.2383503,0,39221.934,43,1
Mainland China,5,44,0,1.2230359,6.4232469,39221.934,44,1
Mainland China,5,45,0,1.1655616,0,39221.934,45,1
Mainland China,5,46,0,1.2027956,6.4232469,39221.934,46,1
Mainland China,5,47,0,1.2088715,6.779922,39221.934,47,1
Mainland China,5,48,0,1.1936439,6.9612961,39221.934,48,1
Mainland China,5,49,0,1.1263729,5.1761498,39221.934,49,1
Mainland China,5,50,0,1.1563345,0,39221.934,50,1
Mainland China,5,51,0,1.13969,6.2690964,39221.934,51,1
Mainland China,5,52,0,1.0712564,6.6745615,39221.934,52,1
Mainland China,5,53,0,1.1483229,6.0867748,39221.934,53,1
Mainland China,5,54,0,1.087325,0,39221.934,54,1
Mainland China,5,55,0,1.1188719,0,39221.934,55,1
Mainland China,5,56,0,1.1551062,6.779922,39221.934,56,1
Mainland China,5,57,0,1.1497002,6.0867748,39221.934,57,1
Mainland China,5,58,0,1.1253632,0,39221.934,58,1
Mainland China,5,59,0,1.0829806,0,39221.934,59,1
Mainland China,5,60,0,1.0126582,4.4886365,39221.934,60,1
Mainland China,5,61,0,1.0314041,6.4232469,39221.934,61,1
Mainland China,6,1,0,.69092953,3.6635616,274.33344,1,1
Mainland China,6,2,0,.58444005,3.7612002,274.33344,2,1
Mainland China,6,3,0,.64615208,3.1354942,274.33344,6,1
Mainland China,6,4,0,.61899608,5.0562458,274.33344,7,1
Mainland China,6,5,0,.6226964,3.9512436,274.33344,8,1
Mainland China,6,6,0,.54577929,3.7612002,274.33344,9,1
Mainland China,6,7,0,.60047799,4.0775375,274.33344,12,1
Mainland China,6,8,0,.62929976,4.1431346,274.33344,13,1
Mainland China,6,9,0,.54889464,4.8675346,274.33344,16,1
Mainland China,6,10,0,.52987826,3.4011974,274.33344,19,1
Mainland China,6,11,0,.52717018,1.6094379,274.33344,20,1
Mainland China,6,12,0,.49525431,3.8286414,274.33344,21,1
Mainland China,6,13,0,.58541828,1.6094379,274.33344,22,1
Mainland China,6,14,0,.55491263,3.2188759,274.33344,23,1
Mainland China,6,15,0,.61310136,2.3025851,274.33344,26,1
Mainland China,6,16,0,.62455648,3.2188759,274.33344,27,1
Mainland China,6,17,0,.53395826,3.8286414,274.33344,28,1
Mainland China,6,18,0,.62542641,3.2188759,274.33344,29,1
Mainland China,6,19,0,.49461937,2.8332133,274.33344,30,1
Mainland China,6,20,1,.4439894,0,274.33344,33,1
Mainland China,6,21,0,.53739697,2.6390574,274.33344,34,1
Mainland China,6,22,0,.49282888,0,274.33344,35,1
Mainland China,6,23,0,.54558057,1.7917595,274.33344,36,1
Mainland China,6,24,0,.55085957,3.1354942,274.33344,37,1
Mainland China,6,25,0,.59184301,3.4011974,274.33344,40,1
Mainland China,6,26,0,.55628878,5.9584246,274.33344,41,1
Mainland China,6,27,0,.60004634,8.9971476,274.33344,42,1
Mainland China,6,28,0,.67106265,5.6524892,274.33344,43,1
Mainland China,6,29,0,.53132755,3.583519,274.33344,44,1
Mainland China,6,30,0,.7528196,2.9444389,274.33344,47,1
Mainland China,6,31,0,.54842001,4.4543471,274.33344,48,1
Mainland China,6,32,0,.51853317,2.3025851,274.33344,49,1
Mainland China,6,33,0,.49403799,6.2344108,274.33344,50,1
Mainland China,6,34,0,.59099084,3.2188759,274.33344,51,1
Mainland China,6,35,0,.56424838,3.8286414,274.33344,54,1
Mainland China,6,36,0,.50418085,3.9120231,274.33344,55,1
Mainland China,6,37,0,.53408939,3.1354942,274.33344,56,1
Mainland China,6,38,0,.46073377,3.6635616,274.33344,57,1
Mainland China,6,39,0,.51559651,4.3694477,274.33344,58,1
Mainland China,6,40,0,.50582427,4.6634393,274.33344,61,1
Mainland China,7,1,0,.46816704,4.882802,187.72414,1,1
Mainland China,7,2,0,.4228164,4.7449322,187.72414,2,1
Mainland China,7,3,0,.41951349,4.4067192,187.72414,3,1
Mainland China,7,4,0,.48889974,2.4849067,187.72414,4,1
Mainland China,7,5,0,.42427424,3.7841897,187.72414,5,1
Mainland China,7,6,0,.45820504,6.0614572,187.72414,6,1
Mainland China,7,7,0,.44116873,5.8200831,187.72414,7,1
Mainland China,7,8,0,.35381031,4.8441873,187.72414,8,1
Mainland China,7,9,0,.34820119,4.9558272,187.72414,9,1
Mainland China,7,10,0,.38526207,3.7841897,187.72414,10,1
Mainland China,7,11,0,.42689043,3.7376697,187.72414,11,1
Mainland China,7,12,0,.42438373,3.8286414,187.72414,12,1
Mainland China,7,13,0,.400462,3.6109178,187.72414,13,1
Mainland China,7,14,0,.47983655,3.9120231,187.72414,14,1
Mainland China,7,15,0,.68515241,5.5451775,187.72414,15,1
Mainland China,7,16,0,.46368355,4.3307333,187.72414,16,1
Mainland China,7,17,0,.43060315,3.4965076,187.72414,17,1
Mainland China,7,18,0,.46475562,3.9889841,187.72414,18,1
Mainland China,7,19,0,.40868673,6.4473057,187.72414,19,1
Mainland China,7,20,0,.41615456,5.0039463,187.72414,20,1
Mainland China,7,21,0,.49108255,4.2046928,187.72414,21,1
Mainland China,7,22,0,.50743741,4.4308167,187.72414,22,1
Mainland China,7,23,0,.44859082,3.9889841,187.72414,23,1
Mainland China,7,24,0,.50189519,3.9889841,187.72414,24,1
Mainland China,7,25,0,.44646099,3.7376697,187.72414,25,1
Mainland China,7,26,0,.4924157,6.7238326,187.72414,26,1
Mainland China,7,27,0,.436876,4.6821313,187.72414,27,1
Mainland China,7,28,0,.40006384,3.9889841,187.72414,28,1
Mainland China,7,29,0,.47347429,4.2484951,187.72414,29,1
Mainland China,7,30,0,.40242559,3.4339871,187.72414,30,1
Mainland China,7,31,1,.40529546,0,187.72414,31,1
Mainland China,7,32,1,.40974057,1.6094379,187.72414,32,1
Mainland China,7,33,1,.45963657,0,187.72414,33,1
Mainland China,7,34,0,.41076225,1.9459101,187.72414,34,1
Mainland China,7,35,0,.49573138,4.0073333,187.72414,35,1
Mainland China,7,36,0,.44210759,4.4886365,187.72414,36,1
Mainland China,7,37,0,.45081159,4.6443911,187.72414,37,1
Mainland China,7,38,0,.4123683,1.9459101,187.72414,38,1
Mainland China,7,39,0,.44923255,5.220356,187.72414,39,1
Mainland China,7,40,0,.50464785,5.7071104,187.72414,40,1
Mainland China,7,41,0,.46273214,5.4116459,187.72414,41,1
Mainland China,7,42,0,.47971794,3.8286414,187.72414,42,1
Mainland China,7,43,0,.52177548,4.7957907,187.72414,43,1
Mainland China,7,44,0,.49079636,3.9889841,187.72414,44,1
Mainland China,7,45,0,.45318544,3.9512436,187.72414,45,1
Mainland China,7,46,0,.483098,4.4886365,187.72414,46,1
Mainland China,7,47,0,.55578506,4.7957907,187.72414,47,1
Mainland China,7,48,0,.4614591,4.2046928,187.72414,48,1
Mainland China,7,49,0,.4451468,4.882802,187.72414,49,1
Mainland China,7,50,0,.41730869,5.0875964,187.72414,50,1
Mainland China,7,51,0,.40379834,7.0343881,187.72414,51,1
Mainland China,7,52,0,.42825362,6.5567784,187.72414,52,1
Mainland China,7,53,0,.39536244,5.8636312,187.72414,53,1
Mainland China,7,54,0,.4456284,4.9272537,187.72414,54,1
Mainland China,7,55,0,.42936313,6.9800758,187.72414,55,1
Mainland China,7,56,0,.44796622,6.5708828,187.72414,56,1
Mainland China,7,57,0,.47998694,3.2188759,187.72414,57,1
Mainland China,7,58,0,.50059104,5.529429,187.72414,58,1
Mainland China,7,59,0,.44047368,4.89784,187.72414,59,1
Mainland China,7,60,0,.53213888,5.4467373,187.72414,60,1
Mainland China,7,61,0,.41000101,4.2484951,187.72414,61,1
Mainland China,8,1,0,1.5719162,3.7841897,6.448276,1,1
Mainland China,8,2,0,1.46516,0,6.448276,2,1
Mainland China,8,3,0,1.5523838,0,6.448276,3,1
Mainland China,8,4,0,1.5161437,0,6.448276,4,1
Mainland China,8,5,0,1.4957193,2.1972246,6.448276,5,1
Mainland China,8,6,0,1.5266944,2.1972246,6.448276,6,1
Mainland China,8,7,0,1.5147235,2.1972246,6.448276,7,1
Mainland China,8,8,0,1.5044625,0,6.448276,8,1
Mainland China,8,9,0,1.5201813,0,6.448276,9,1
Mainland China,8,10,0,1.4891565,0,6.448276,10,1
Mainland China,8,11,0,1.5144407,1.7917595,6.448276,11,1
Mainland China,8,12,0,1.5310148,2.1972246,6.448276,12,1
Mainland China,8,13,0,1.5347197,0,6.448276,13,1
Mainland China,8,14,0,1.536402,1.0986123,6.448276,14,1
Mainland China,8,15,0,1.6421026,0,6.448276,15,1
Mainland China,8,16,0,1.4984074,3.6375861,6.448276,16,1
Mainland China,8,17,0,1.5751952,3.0910425,6.448276,17,1
Mainland China,8,18,0,1.5734966,1.3862944,6.448276,18,1
Mainland China,8,19,0,1.5869585,1.7917595,6.448276,19,1
Mainland China,8,20,0,1.5175099,0,6.448276,20,1
Mainland China,8,21,0,1.5926659,1.9459101,6.448276,21,1
Mainland China,8,22,0,1.5805149,1.3862944,6.448276,22,1
Mainland China,8,23,0,1.5521085,1.0986123,6.448276,23,1
Mainland China,8,24,0,1.4456125,1.7917595,6.448276,24,1
Mainland China,8,25,0,1.5328085,0,6.448276,25,1
Mainland China,8,26,0,1.5036093,0,6.448276,26,1
Mainland China,8,27,0,1.5436116,1.3862944,6.448276,27,1
Mainland China,8,28,0,1.5522164,1.3862944,6.448276,28,1
Mainland China,8,29,0,1.5879784,0,6.448276,29,1
Mainland China,8,30,0,1.4935311,2.8332133,6.448276,30,1
Mainland China,8,31,1,1.5164022,0,6.448276,31,1
Mainland China,8,32,1,1.4322621,0,6.448276,32,1
Mainland China,8,33,1,1.3888224,0,6.448276,33,1
Mainland China,8,34,0,1.4342825,0,6.448276,34,1
Mainland China,8,35,0,1.4628938,3.3322046,6.448276,35,1
Mainland China,8,36,0,1.4243295,2.1972246,6.448276,36,1
Mainland China,8,37,0,1.4345987,0,6.448276,37,1
Mainland China,8,38,0,1.4015472,1.3862944,6.448276,38,1
Mainland China,8,39,0,1.4157753,3.4965076,6.448276,39,1
Mainland China,8,40,0,1.4861028,2.3978953,6.448276,40,1
Mainland China,8,41,0,1.5140758,2.8332133,6.448276,41,1
Mainland China,8,42,0,1.5105904,0,6.448276,42,1
Mainland China,8,43,0,1.531847,0,6.448276,43,1
Mainland China,8,44,0,1.448458,0,6.448276,44,1
Mainland China,8,45,0,1.4542568,1.0986123,6.448276,45,1
Mainland China,8,46,0,1.4834214,0,6.448276,46,1
Mainland China,8,47,0,1.5542753,1.9459101,6.448276,47,1
Mainland China,8,48,0,1.5580416,0,6.448276,48,1
Mainland China,8,49,0,1.4940984,0,6.448276,49,1
Mainland China,8,50,0,1.5258145,1.0986123,6.448276,50,1
Mainland China,8,51,0,1.5129268,0,6.448276,51,1
Mainland China,8,52,0,1.4238427,0,6.448276,52,1
Mainland China,8,53,0,1.5391195,0,6.448276,53,1
Mainland China,8,54,0,1.5159467,0,6.448276,54,1
Mainland China,8,55,0,1.4763519,2.6390574,6.448276,55,1
Mainland China,8,56,0,1.4578127,1.3862944,6.448276,56,1
Mainland China,8,57,0,1.4905229,0,6.448276,57,1
Mainland China,8,58,0,1.4724251,1.0986123,6.448276,58,1
Mainland China,8,59,0,1.4330165,0,6.448276,59,1
Mainland China,8,60,0,1.3873019,0,6.448276,60,1
Mainland China,8,61,0,1.3824878,1.3862944,6.448276,61,1
Mainland China,9,1,0,.3666023,5.3659759,321.16129,20,1
Mainland China,9,2,0,.33543268,5.2933049,321.16129,20,1
Mainland China,9,3,0,.34239087,7.9076514,321.16129,21,1
Mainland China,9,4,0,.390717,7.906179,321.16129,21,1
Mainland China,9,5,0,.39284992,5.8348107,321.16129,22,1
Mainland China,9,6,0,.34534162,5.9215784,321.16129,22,1
Mainland China,9,7,0,.39797214,4.3944492,321.16129,23,1
Mainland China,9,8,0,.49310133,4.1588831,321.16129,23,1
Mainland China,9,9,0,.48518008,4.2626801,321.16129,24,1
Mainland China,9,10,0,.35282406,4.2626801,321.16129,24,1
Mainland China,9,11,0,.34573525,5.1590552,321.16129,26,1
Mainland China,9,12,0,.42919004,5.1416636,321.16129,26,1
Mainland China,9,13,0,.38113946,4.9972124,321.16129,27,1
Mainland China,9,14,0,.44184768,4.9416423,321.16129,27,1
Mainland China,9,15,0,.32815897,4.3174882,321.16129,28,1
Mainland China,9,16,0,.40725327,4.2904596,321.16129,28,1
Mainland China,9,17,0,.42034972,5.3423343,321.16129,29,1
Mainland China,9,18,0,.40197855,5.811141,321.16129,29,1
Mainland China,9,19,0,.36075056,5.7300997,321.16129,30,1
